PERIOD,OwnerId,DealID,Opportunity stage,Closed won,Closed lost,Inbound Calls,Inbound Email,Outbound Email,Meetings Scheduled,Lead Response Time,Average Contract Value,Sales Cycle Length,Linkedin Messaging,Daily opportunity movements,Outbound leads created,Contacts per/in company,Sales by territory,Sales by industry,Sales by channel,Number of Demos
2021-08-14,1,52,Closed,0,1,7,4,1,2,25,4882.79,213,0,2,2,5,0,3,2,3
2021-01-15,4,53,Negotiation,0,0,8,0,0,2,31,4011.87,0,8,2,1,2,2,2,0,1
2021-01-29,4,53,Interaction,0,0,1,2,2,1,27,4011.87,14,4,0,4,3,2,2,0,0
2021-01-08,4,53,Pitching,0,0,1,4,0,3,26,4011.87,198,8,4,4,2,2,2,0,2
2021-02-12,4,53,Commitment,0,0,1,4,0,3,26,4011.87,321,8,4,4,2,2,2,0,2
2021-03-12,4,53,Closed,0,1,2,1,3,0,17,4828.89,322,7,2,6,5,2,2,0,3
2021-01-13,3,54,Negotiation,0,0,5,3,4,0,18,2984.1,0,6,0,6,7,1,2,0,3
2021-01-04,3,54,Interaction,0,0,3,0,2,4,14,2414.13,78,6,3,7,2,1,2,0,3
2021-01-04,3,54,Pitching,0,0,3,2,2,1,7,4997.88,78,2,4,0,6,1,2,0,2
2021-06-30,3,54,Commitment,0,0,3,2,2,1,7,4997.88,168,2,4,0,6,1,2,0,2
2021-01-07,3,54,Closed,0,1,6,0,1,4,38,4997.88,169,4,2,6,6,1,2,0,3
2021-01-17,3,55,Interaction,0,0,7,3,0,0,34,1954.85,0,0,3,4,7,0,1,0,3
2021-01-05,3,55,Pitching,0,0,4,0,1,2,39,1616.26,104,7,2,9,3,0,1,0,2
2021-01-09,3,55,Negotiation,0,0,2,0,4,3,47,1616.26,227,8,0,5,8,0,1,0,0
2021-10-20,3,55,Commitment,0,0,2,0,4,3,47,1616.26,276,8,0,5,8,0,1,0,0
2021-10-21,3,55,Closed,0,1,8,1,1,1,26,1895.49,277,9,3,0,8,0,1,0,1
2021-01-13,1,56,Negotiation,0,0,9,2,4,2,36,1749.75,0,0,2,5,3,0,1,0,1
2021-01-25,1,56,Interaction,0,0,3,3,4,0,27,1749.75,12,9,0,3,4,0,1,0,3
2021-01-07,1,56,Pitching,0,0,8,1,1,4,15,1749.75,169,6,1,7,4,0,1,0,2
2021-07-28,1,56,Commitment,0,0,8,1,1,4,15,1749.75,196,6,1,7,4,0,1,0,2
2021-07-29,1,56,Closed,1,0,2,1,0,1,2,4776.23,197,1,4,8,9,0,1,0,0
2021-01-21,2,57,Negotiation,0,0,9,1,0,3,19,3208.59,0,2,4,6,7,3,3,2,3
2021-02-10,2,57,Interaction,0,0,5,4,2,3,46,3208.59,254,9,1,1,3,3,3,2,0
2021-01-11,2,57,Pitching,0,0,4,4,2,4,23,3208.59,284,6,0,9,9,3,3,2,2
2021-02-11,2,57,Commitment,0,0,4,4,2,4,23,3208.59,285,6,0,9,9,3,3,2,2
2021-03-11,2,57,Closed,1,0,4,4,2,4,17,3835.95,286,0,0,3,7,3,3,2,3
2021-01-17,5,58,Negotiation,0,0,9,4,1,1,35,3626.18,0,1,3,0,5,0,2,0,2
2021-02-02,5,58,Interaction,0,0,9,4,4,4,42,3626.18,16,0,0,3,7,0,2,0,1
2021-01-09,5,58,Pitching,0,0,9,4,0,4,5,3626.18,227,8,2,5,8,0,2,0,1
2021-09-19,5,58,Commitment,0,0,9,4,0,4,5,3626.18,245,8,2,5,8,0,2,0,1
2021-09-20,5,58,Closed,1,0,9,1,1,4,35,2604.04,246,0,4,7,4,0,2,0,3
2021-01-03,4,59,Pitching,0,0,0,0,0,2,36,1342.85,0,0,2,9,8,3,2,0,3
2021-01-05,4,59,Negotiation,0,0,1,3,4,0,31,1342.85,61,5,3,6,3,3,2,0,0
2021-08-20,4,59,Interaction,0,0,8,2,4,4,36,4886.49,172,6,3,5,5,3,2,0,3
2021-08-31,4,59,Commitment,0,0,8,2,4,4,36,4886.49,183,6,3,5,5,3,2,0,3
2021-01-09,4,59,Closed,0,1,7,0,0,3,38,1342.85,184,6,1,3,4,3,2,0,0
2021-02-18,5,60,Interaction,0,0,6,0,3,2,16,2405.91,0,1,4,7,8,2,2,0,0
2021-01-03,5,60,Pitching,0,0,3,4,4,2,32,1542.4,11,0,0,6,6,2,2,0,2
2021-01-05,5,60,Negotiation,0,0,2,2,2,0,46,1542.4,72,6,1,3,8,2,2,0,2
2021-08-31,5,60,Commitment,0,0,2,2,2,0,46,1542.4,194,6,1,3,8,2,2,0,2
2021-01-09,5,60,Closed,0,1,0,4,2,3,1,1542.4,195,7,2,0,4,2,2,0,1
2021-01-23,4,61,Negotiation,0,0,7,4,2,3,36,4672.39,0,0,0,9,6,2,0,2,0
2021-02-14,4,61,Pitching,0,0,5,3,0,4,23,4672.39,22,7,2,0,1,2,0,2,3
2021-11-20,4,61,Interaction,0,0,1,0,2,2,40,4004.95,301,5,2,0,3,2,0,2,1
2021-11-30,4,61,Commitment,0,0,1,0,2,2,40,4004.95,311,5,2,0,3,2,0,2,1
2021-01-12,4,61,Closed,0,1,5,0,0,0,23,4672.39,312,0,1,9,2,2,0,2,2
2021-01-13,4,62,Negotiation,0,0,2,3,2,4,31,1184.47,0,6,1,6,1,1,3,1,3
2021-01-04,4,62,Pitching,0,0,3,1,4,4,34,2588.33,78,1,0,2,8,1,3,1,1
2021-11-05,4,62,Interaction,0,0,0,4,2,0,5,4798.5,118,1,2,2,3,1,3,1,3
2021-06-30,4,62,Commitment,0,0,0,4,2,0,5,4798.5,168,1,2,2,3,1,3,1,3
2021-01-07,4,62,Closed,0,1,0,4,2,1,30,2588.33,169,6,3,3,7,1,3,1,3
2021-01-23,4,63,Negotiation,0,0,4,3,0,2,32,1195.71,0,7,2,2,3,3,0,1,2
2021-02-14,4,63,Pitching,0,0,0,0,4,3,28,1195.71,22,2,3,8,8,3,0,1,0
2021-10-11,4,63,Interaction,0,0,4,0,2,4,2,2697.41,291,8,2,2,5,3,0,1,3
2021-11-30,4,63,Commitment,0,0,4,0,2,4,2,2697.41,311,8,2,2,5,3,0,1,3
2021-01-12,4,63,Closed,0,1,2,4,3,4,1,1195.71,312,6,4,0,6,3,0,1,1
2021-01-13,5,64,Negotiation,0,0,8,4,1,1,7,597.84,0,9,4,3,6,0,0,0,3
2021-01-25,5,64,Pitching,0,0,7,3,4,2,11,597.84,12,3,1,3,1,0,0,0,1
2021-01-06,5,64,Interaction,0,0,6,4,0,1,46,1297.82,139,6,0,8,1,0,0,0,3
2021-06-30,5,64,Commitment,0,0,6,4,0,1,46,1297.82,168,6,0,8,1,0,0,0,3
2021-01-07,5,64,Closed,1,0,8,2,2,2,45,597.84,169,7,1,3,7,0,0,0,1
2021-01-13,3,65,Negotiation,0,0,8,1,2,4,29,1033.69,0,8,0,0,4,1,0,1,3
2021-01-04,3,65,Pitching,0,0,5,2,0,0,45,3183.89,78,1,3,7,5,1,0,1,3
2021-07-06,3,65,Interaction,0,0,5,3,3,1,29,877.32,145,9,1,9,3,1,0,1,1
2021-06-30,3,65,Commitment,0,0,5,3,3,1,29,877.32,168,9,1,9,3,1,0,1,1
2021-01-07,3,65,Closed,0,1,5,0,4,1,39,3183.89,169,2,1,0,4,1,0,1,2
2021-11-02,4,66,Interaction,0,0,8,1,4,2,7,3740.31,0,1,2,6,6,3,2,0,2
2021-01-03,4,66,Pitching,0,0,8,1,2,1,47,1492.49,18,8,1,3,5,3,2,0,0
2021-01-05,4,66,Negotiation,0,0,4,3,3,2,47,1492.49,79,1,1,8,2,3,2,0,3
2021-08-31,4,66,Commitment,0,0,4,3,3,2,47,1492.49,201,1,1,8,2,3,2,0,3
2021-01-09,4,66,Closed,0,1,2,2,4,0,33,1492.49,202,1,2,1,2,3,2,0,1
2021-01-13,3,67,Negotiation,0,0,6,3,0,2,24,4230.74,0,4,3,4,6,1,0,0,3
2021-01-25,3,67,Pitching,0,0,4,4,1,3,28,4230.74,12,6,0,3,2,1,0,0,3
2021-01-04,3,67,Interaction,0,0,1,2,2,4,36,1756.12,78,6,4,1,4,1,0,0,2
2021-06-30,3,67,Commitment,0,0,1,2,2,4,36,1756.12,168,6,4,1,4,1,0,0,2
2021-01-07,3,67,Closed,0,1,7,1,1,0,22,4230.74,169,3,2,0,1,1,0,0,3
2021-01-17,1,68,Negotiation,0,0,6,1,3,0,34,3497.62,0,0,4,2,9,3,2,1,1
2021-01-05,1,68,Pitching,0,0,7,1,3,1,34,1745.55,104,9,0,5,3,3,2,1,0
2021-04-05,1,68,Interaction,0,0,9,4,1,4,30,3595.06,107,7,4,6,5,3,2,1,1
2021-08-31,1,68,Commitment,0,0,9,4,1,4,30,3595.06,226,7,4,6,5,3,2,1,1
2021-01-09,1,68,Closed,0,1,2,4,0,3,35,1745.55,227,0,2,3,2,3,2,1,2
2021-01-23,5,69,Negotiation,0,0,1,0,1,1,31,4821.25,0,1,2,5,9,2,3,0,0
2021-02-14,5,69,Pitching,0,0,2,2,4,1,9,4821.25,22,7,4,7,7,2,3,0,1
2021-08-07,5,69,Interaction,0,0,7,1,4,1,27,3559.8,166,2,4,1,5,2,3,0,2
2021-11-30,5,69,Commitment,0,0,7,1,4,1,27,3559.8,311,2,4,1,5,2,3,0,2
2021-01-12,5,69,Closed,0,1,6,2,4,3,35,4821.25,312,7,3,8,4,2,3,0,0
2021-01-02,3,70,Pitching,0,0,7,3,0,2,9,1480.87,0,1,4,9,1,1,1,0,0
2021-01-03,3,70,Negotiation,0,0,8,4,1,0,4,1480.87,28,8,3,7,7,1,1,0,0
2021-01-05,3,70,Interaction,0,0,9,4,0,3,37,1480.87,89,5,1,0,3,1,1,0,2
2021-07-22,3,70,Commitment,0,0,9,4,0,3,37,1480.87,171,5,1,0,3,1,1,0,2
2021-07-23,3,70,Closed,0,1,9,1,4,3,16,4628.9,172,1,3,9,9,1,1,0,3
2021-01-13,1,71,Negotiation,0,0,6,0,3,2,30,815.91,0,2,4,0,3,2,3,0,2
2021-01-25,1,71,Pitching,0,0,8,4,1,0,19,815.91,12,2,2,6,6,2,3,0,2
2021-01-31,1,71,Interaction,0,0,7,0,1,1,21,2560.54,18,6,1,2,7,2,3,0,1
2021-06-30,1,71,Commitment,0,0,7,0,1,1,21,2560.54,168,6,1,2,7,2,3,0,1
2021-01-07,1,71,Closed,0,1,2,2,4,3,37,815.91,169,4,0,4,5,2,3,0,0
2021-01-21,3,72,Negotiation,0,0,6,0,4,2,36,1068.49,0,4,4,0,9,2,3,0,1
2021-01-06,3,72,Pitching,0,0,8,3,1,2,21,2037.34,131,8,1,7,1,2,3,0,1
2021-10-10,3,72,Interaction,0,0,6,1,3,0,1,4329.44,262,1,0,3,7,2,3,0,2
2021-10-31,3,72,Commitment,0,0,6,1,3,0,1,4329.44,283,1,0,3,7,2,3,0,2
2021-01-11,3,72,Closed,0,1,8,2,0,0,44,2037.34,284,4,1,1,3,2,3,0,1
2021-03-01,4,73,Interaction,0,0,1,2,0,3,41,1835.4,0,6,3,5,9,2,0,0,0
2021-01-23,4,73,Negotiation,0,0,6,4,1,2,5,1381.2,20,7,4,4,5,2,0,0,3
2021-02-14,4,73,Pitching,0,0,8,0,0,2,25,1381.2,42,5,2,5,1,2,0,0,0
2021-11-30,4,73,Commitment,0,0,8,0,0,2,25,1381.2,331,5,2,5,1,2,0,0,0
2021-01-12,4,73,Closed,0,1,4,3,2,4,15,1381.2,332,2,1,4,6,2,0,0,0
2021-01-03,1,74,Pitching,0,0,1,1,1,4,12,3521.48,0,7,1,4,1,3,2,2,0
2021-01-05,1,74,Negotiation,0,0,4,2,1,2,14,3521.48,61,7,1,6,9,3,2,2,0
2021-08-15,1,74,Interaction,0,0,9,4,4,3,2,1811.15,167,6,3,9,1,3,2,2,0
2021-08-31,1,74,Commitment,0,0,9,4,4,3,2,1811.15,183,6,3,9,1,3,2,2,0
2021-01-09,1,74,Closed,1,0,6,1,1,2,4,3521.48,184,2,4,5,4,3,2,2,3
2021-01-13,4,75,Negotiation,0,0,3,4,1,2,20,2228.25,0,8,3,9,3,3,1,0,0
2021-01-25,4,75,Pitching,0,0,9,3,0,4,38,2228.25,12,9,1,1,6,3,1,0,2
2021-06-06,4,75,Interaction,0,0,2,2,0,0,43,1855.89,144,2,2,8,2,3,1,0,3
2021-06-30,4,75,Commitment,0,0,2,2,0,0,43,1855.89,168,2,2,8,2,3,1,0,3
2021-01-07,4,75,Closed,0,1,9,4,0,4,36,2228.25,169,0,4,2,5,3,1,0,2
2021-01-17,2,76,Negotiation,0,0,2,4,4,0,33,982.29,0,7,4,8,5,2,0,0,1
2021-02-02,2,76,Pitching,0,0,1,4,1,1,18,982.29,16,6,2,7,4,2,0,0,2
2021-06-19,2,76,Interaction,0,0,2,0,2,3,15,2839.14,153,7,3,7,3,2,0,0,1
2021-08-31,2,76,Commitment,0,0,2,0,2,3,15,2839.14,226,7,3,7,3,2,0,0,1
2021-01-09,2,76,Closed,0,1,1,2,2,2,35,982.29,227,6,3,8,6,2,0,0,1
2021-01-23,3,77,Negotiation,0,0,6,2,3,0,12,1394.14,0,5,2,7,4,1,0,1,0
2021-02-14,3,77,Pitching,0,0,2,4,2,2,47,1394.14,22,2,3,0,2,1,0,1,1
2021-02-28,3,77,Interaction,0,0,5,2,4,2,38,3771.97,36,3,2,8,1,1,0,1,1
2021-11-30,3,77,Commitment,0,0,5,2,4,2,38,3771.97,311,3,2,8,1,1,0,1,1
2021-01-12,3,77,Closed,1,0,5,4,0,3,7,1394.14,312,8,0,5,7,1,0,1,1
2021-01-13,3,78,Negotiation,0,0,9,3,1,0,46,2569.13,0,3,4,2,2,2,1,2,0
2021-01-19,3,78,Interaction,0,0,8,2,4,3,42,3797.77,6,5,2,2,3,2,1,2,1
2021-01-25,3,78,Pitching,0,0,6,1,3,4,27,2569.13,12,1,1,2,2,2,1,2,1
2021-06-30,3,78,Commitment,0,0,6,1,3,4,27,2569.13,168,1,1,2,2,2,1,2,1
2021-01-07,3,78,Closed,0,1,9,2,2,0,34,2569.13,169,9,0,9,4,2,1,2,1
2021-01-13,2,79,Interaction,0,0,5,3,1,0,26,1855.13,0,7,0,8,9,3,3,1,3
2021-01-04,2,79,Pitching,0,0,4,2,3,4,32,2558.14,78,5,0,8,5,3,3,1,3
2021-01-07,2,79,Negotiation,0,0,4,1,3,1,46,2558.14,169,7,0,4,4,3,3,1,1
2021-03-08,2,79,Commitment,0,0,4,1,3,1,46,2558.14,202,7,0,4,4,3,3,1,1
2021-04-08,2,79,Closed,1,0,6,2,1,1,19,2307.12,203,6,3,4,6,3,3,1,2
2021-01-03,2,80,Pitching,0,0,1,1,2,0,23,4567.24,0,6,4,2,9,0,0,0,3
2021-11-03,2,80,Interaction,0,0,6,1,3,3,34,3103.72,10,7,0,0,8,0,0,0,3
2021-01-05,2,80,Negotiation,0,0,5,1,1,4,20,4567.24,61,9,0,5,1,0,0,0,2
2021-08-31,2,80,Commitment,0,0,5,1,1,4,20,4567.24,183,9,0,5,1,0,0,0,2
2021-01-09,2,80,Closed,0,1,8,3,4,4,47,4567.24,184,2,3,1,1,0,0,0,1
2021-01-21,4,81,Negotiation,0,0,4,3,1,4,34,1883.37,0,0,3,5,7,1,2,1,2
2021-01-06,4,81,Pitching,0,0,3,3,4,4,30,2070.54,131,3,1,7,7,1,2,1,0
2021-09-21,4,81,Interaction,0,0,8,1,3,4,32,4223.71,243,5,2,0,9,1,2,1,2
2021-10-31,4,81,Commitment,0,0,8,1,3,4,32,4223.71,283,5,2,0,9,1,2,1,2
2021-01-11,4,81,Closed,0,1,0,1,3,0,9,2070.54,284,2,0,9,9,1,2,1,3
2021-08-01,4,82,Interaction,0,0,9,1,3,1,44,4550.31,0,6,0,6,9,3,3,1,3
2021-01-21,4,82,Negotiation,0,0,1,4,1,1,18,4089.27,13,2,3,8,4,3,3,1,1
2021-02-10,4,82,Pitching,0,0,9,3,4,0,3,4089.27,267,2,1,4,7,3,3,1,1
2021-10-31,4,82,Commitment,0,0,9,3,4,0,3,4089.27,296,2,1,4,7,3,3,1,1
2021-01-11,4,82,Closed,0,1,3,3,4,0,34,4089.27,297,5,2,3,4,3,3,1,2
2021-01-19,2,83,Negotiation,0,0,2,3,4,3,37,1503.8,0,7,1,9,4,0,3,2,1
2021-06-03,2,83,Interaction,0,0,3,1,3,3,16,3610.73,46,2,4,9,2,0,3,2,1
2021-02-06,2,83,Pitching,0,0,7,4,3,0,4,1503.8,134,5,0,8,6,0,3,2,2
2021-09-30,2,83,Commitment,0,0,7,4,3,0,4,1503.8,254,5,0,8,6,0,3,2,2
2021-01-10,2,83,Closed,1,0,6,0,1,4,25,1503.8,255,6,1,4,1,0,3,2,0
2021-01-23,2,84,Negotiation,0,0,5,0,1,0,9,4777.47,0,6,0,0,7,2,3,2,1
2021-08-02,2,84,Interaction,0,0,9,0,1,3,10,4984.76,16,8,3,0,4,2,3,2,3
2021-02-14,2,84,Pitching,0,0,1,3,2,1,34,4777.47,22,7,1,3,7,2,3,2,0
2021-11-30,2,84,Commitment,0,0,1,3,2,1,34,4777.47,311,7,1,3,7,2,3,2,0
2021-01-12,2,84,Closed,0,1,2,0,4,4,35,4777.47,312,3,1,0,3,2,3,2,1
2021-01-13,1,85,Negotiation,0,0,4,1,0,1,7,2378.38,0,3,2,5,4,0,3,1,2
2021-01-25,1,85,Interaction,0,0,9,3,3,1,44,2378.38,12,4,2,9,1,0,3,1,2
2021-01-07,1,85,Pitching,0,0,7,1,0,4,30,2378.38,169,0,2,3,7,0,3,1,3
2021-07-26,1,85,Commitment,0,0,7,1,0,4,30,2378.38,194,0,2,3,7,0,3,1,3
2021-07-27,1,85,Closed,0,1,2,2,3,3,33,4252.07,195,3,0,8,8,0,3,1,1
2021-01-02,2,86,Pitching,0,0,8,1,3,2,36,1367.03,0,8,0,2,7,0,3,2,2
2021-01-03,2,86,Negotiation,0,0,3,3,3,1,38,1367.03,28,3,1,8,2,0,3,2,0
2021-01-05,2,86,Interaction,0,0,7,1,4,1,18,1367.03,89,1,3,4,9,0,3,2,0
2021-12-29,2,86,Commitment,0,0,7,1,4,1,18,1367.03,331,1,3,4,9,0,3,2,0
2021-12-30,2,86,Closed,0,1,5,2,4,3,12,625.5,332,3,1,2,5,0,3,2,0
2021-01-21,3,87,Negotiation,0,0,8,4,3,2,42,3141.67,0,5,4,3,8,0,0,0,3
2021-10-05,3,87,Interaction,0,0,8,2,1,0,8,2847.35,109,2,1,2,3,0,0,0,0
2021-01-06,3,87,Pitching,0,0,5,4,2,3,13,1072.32,131,4,4,5,1,0,0,0,3
2021-10-31,3,87,Commitment,0,0,5,4,2,3,13,1072.32,283,4,4,5,1,0,0,0,3
2021-01-11,3,87,Closed,0,1,7,3,1,3,33,1072.32,284,0,3,8,1,0,0,0,0
2021-01-23,5,88,Negotiation,0,0,9,4,0,2,21,4354.51,0,1,2,8,5,3,3,0,3
2021-02-14,5,88,Pitching,0,0,2,3,4,1,3,4354.51,22,1,1,9,6,3,3,0,1
2021-10-29,5,88,Interaction,0,0,9,0,0,3,27,2229.57,279,3,0,6,7,3,3,0,0
2021-11-30,5,88,Commitment,0,0,9,0,0,3,27,2229.57,311,3,0,6,7,3,3,0,0
2021-01-12,5,88,Closed,0,1,2,3,1,2,7,4354.51,312,7,2,4,6,3,3,0,2
2021-01-21,2,89,Negotiation,0,0,4,0,0,4,4,1700.76,0,6,4,6,6,0,3,2,3
2021-01-06,2,89,Pitching,0,0,5,3,2,4,9,3145.72,131,8,0,9,5,0,3,2,0
2021-08-18,2,89,Interaction,0,0,9,0,0,1,17,3886.51,209,5,4,1,9,0,3,2,3
2021-10-31,2,89,Commitment,0,0,9,0,0,1,17,3886.51,283,5,4,1,9,0,3,2,3
2021-01-11,2,89,Closed,0,1,8,1,4,3,8,3145.72,284,4,3,9,7,0,3,2,3
2021-01-13,3,90,Negotiation,0,0,3,0,2,3,28,1862.06,0,9,1,2,9,2,2,1,1
2021-01-04,3,90,Pitching,0,0,0,0,0,1,7,700.26,78,7,2,0,2,2,2,1,2
2021-04-15,3,90,Interaction,0,0,3,1,3,4,25,1337.23,92,7,1,4,3,2,2,1,3
2021-06-30,3,90,Commitment,0,0,3,1,3,4,25,1337.23,168,7,1,4,3,2,2,1,3
2021-01-07,3,90,Closed,0,1,8,1,1,4,38,700.26,169,1,3,2,6,2,2,1,1
2021-01-03,1,91,Pitching,0,0,9,1,2,2,27,699.53,0,8,1,6,5,3,3,2,3
2021-01-05,1,91,Negotiation,0,0,2,1,0,0,14,699.53,61,9,4,4,9,3,3,2,0
2021-01-09,1,91,Interaction,0,0,2,4,2,0,45,699.53,184,0,0,0,4,3,3,2,0
2021-10-26,1,91,Commitment,0,0,2,4,2,0,45,699.53,239,0,0,0,4,3,3,2,0
2021-10-27,1,91,Closed,1,0,7,3,3,3,40,3732.18,240,5,1,1,7,3,3,2,0
2021-01-13,4,92,Interaction,0,0,2,4,2,2,1,1158.76,0,8,1,8,6,0,0,0,1
2021-01-04,4,92,Pitching,0,0,1,3,2,3,42,1353.39,78,9,2,4,4,0,0,0,0
2021-01-07,4,92,Negotiation,0,0,5,0,0,0,41,1353.39,169,8,4,5,7,0,0,0,2
2021-12-28,4,92,Commitment,0,0,5,0,0,0,41,1353.39,349,8,4,5,7,0,0,0,2
2021-12-29,4,92,Closed,0,1,7,4,1,0,43,2481.79,350,9,0,8,9,0,0,0,0
2021-01-19,2,93,Negotiation,0,0,3,0,4,1,43,2246.86,0,4,2,0,8,1,1,2,0
2021-02-06,2,93,Interaction,0,0,5,4,2,0,45,2246.86,134,5,0,1,5,1,1,2,2
2021-01-10,2,93,Pitching,0,0,6,2,1,1,16,2246.86,255,7,2,0,7,1,1,2,0
2021-10-18,2,93,Commitment,0,0,6,2,1,1,16,2246.86,272,7,2,0,7,1,1,2,0
2021-10-19,2,93,Closed,0,1,2,2,2,3,2,3095.46,273,7,2,4,2,1,1,2,2
2021-01-13,1,94,Interaction,0,0,1,1,0,3,25,4778.58,0,4,4,0,8,1,0,0,3
2021-01-04,1,94,Pitching,0,0,1,4,2,2,2,2549.71,78,7,3,4,8,1,0,0,2
2021-01-07,1,94,Negotiation,0,0,9,3,0,3,45,2549.71,169,7,2,8,6,1,0,0,3
2021-04-12,1,94,Commitment,0,0,9,3,0,3,45,2549.71,325,7,2,8,6,1,0,0,3
2021-05-12,1,94,Closed,0,1,1,0,2,0,13,3714.89,326,2,4,6,5,1,0,0,2
2021-01-19,2,95,Negotiation,0,0,5,0,4,0,14,3698.4,0,0,0,3,9,1,2,2,1
2021-02-06,2,95,Pitching,0,0,2,4,0,3,36,3698.4,134,7,1,6,8,1,2,2,1
2021-09-23,2,95,Interaction,0,0,1,1,3,2,29,3843.01,247,6,1,0,7,1,2,2,0
2021-09-30,2,95,Commitment,0,0,1,1,3,2,29,3843.01,254,6,1,0,7,1,2,2,0
2021-01-10,2,95,Closed,1,0,4,3,2,3,44,3698.4,255,2,2,5,9,1,2,2,0
2021-01-21,3,96,Negotiation,0,0,9,1,3,0,20,4152.2,0,3,3,2,6,1,1,2,3
2021-01-26,3,96,Interaction,0,0,8,1,1,3,8,3482.46,5,3,4,5,6,1,1,2,0
2021-02-10,3,96,Pitching,0,0,5,3,1,1,8,4152.2,254,7,1,2,5,1,1,2,1
2021-10-31,3,96,Commitment,0,0,5,3,1,1,8,4152.2,283,7,1,2,5,1,1,2,1
2021-01-11,3,96,Closed,0,1,6,4,2,4,32,4152.2,284,4,2,0,8,1,1,2,3
2021-02-01,1,97,Interaction,0,0,8,2,3,4,46,613.22,0,7,4,1,9,0,0,0,0
2021-01-02,1,97,Pitching,0,0,2,0,0,3,12,1122.77,30,2,2,4,6,0,0,0,3
2021-01-03,1,97,Negotiation,0,0,0,0,3,0,43,1122.77,58,0,1,4,9,0,0,0,0
2021-04-30,1,97,Commitment,0,0,0,0,3,0,43,1122.77,118,0,1,4,9,0,0,0,0
2021-01-05,1,97,Closed,0,1,4,4,4,4,19,1122.77,119,5,0,1,5,0,0,0,2
2021-01-17,2,98,Negotiation,0,0,5,2,2,3,32,2731.21,0,9,0,0,7,1,0,0,2
2021-02-02,2,98,Interaction,0,0,9,2,2,2,5,3574.33,16,9,3,2,1,1,0,0,2
2021-01-05,2,98,Pitching,0,0,2,3,1,1,30,4078.35,104,2,0,8,4,1,0,0,1
2021-08-31,2,98,Commitment,0,0,2,3,1,1,30,4078.35,226,2,0,8,4,1,0,0,1
2021-01-09,2,98,Closed,0,1,6,2,0,4,1,4078.35,227,2,3,1,4,1,0,0,3
2021-11-01,1,99,Interaction,0,0,8,0,1,1,14,1353.57,0,3,1,9,3,2,2,1,3
2021-01-19,1,99,Negotiation,0,0,0,0,1,4,40,2381.93,8,1,2,4,9,2,2,1,3
2021-02-06,1,99,Pitching,0,0,8,4,1,0,35,2381.93,142,5,4,7,1,2,2,1,2
2021-09-30,1,99,Commitment,0,0,8,4,1,0,35,2381.93,262,5,4,7,1,2,2,1,2
2021-01-10,1,99,Closed,0,1,6,1,0,1,1,2381.93,263,1,0,3,3,2,2,1,1
2021-02-01,2,100,Interaction,0,0,2,2,0,1,2,2338.54,0,8,0,6,9,1,2,1,2
2021-01-15,2,100,Negotiation,0,0,3,3,4,2,15,3282.22,13,5,3,4,3,1,2,1,3
2021-01-29,2,100,Pitching,0,0,6,0,4,1,22,3282.22,27,1,3,0,2,1,2,1,1
2021-07-31,2,100,Commitment,0,0,6,0,4,1,22,3282.22,210,1,3,0,2,1,2,1,1
2021-01-08,2,100,Closed,0,1,5,1,3,1,1,3282.22,211,3,1,6,4,1,2,1,2
2021-09-01,5,101,Interaction,0,0,7,4,2,2,42,3808.16,0,6,3,2,2,2,3,2,3
2021-01-03,5,101,Pitching,0,0,1,2,4,4,46,2379.22,51,9,1,7,4,2,3,2,3
2021-01-05,5,101,Negotiation,0,0,8,1,3,2,25,2379.22,112,4,0,6,3,2,3,2,0
2021-08-31,5,101,Commitment,0,0,8,1,3,2,25,2379.22,234,4,0,6,3,2,3,2,0
2021-01-09,5,101,Closed,0,1,8,0,1,2,28,2379.22,235,9,2,0,1,2,3,2,2
2021-01-21,3,102,Negotiation,0,0,6,4,3,3,8,3459.71,0,3,2,5,7,1,1,2,3
2021-08-07,3,102,Interaction,0,0,5,2,1,1,14,3621.57,168,8,4,3,2,1,1,2,1
2021-02-10,3,102,Pitching,0,0,2,4,2,0,45,3459.71,254,1,3,9,6,1,1,2,2
2021-10-31,3,102,Commitment,0,0,2,4,2,0,45,3459.71,283,1,3,9,6,1,1,2,2
2021-01-11,3,102,Closed,0,1,9,4,3,4,39,3459.71,284,9,0,3,5,1,1,2,2
2021-01-13,1,103,Negotiation,0,0,7,3,4,0,13,1799.26,0,9,0,2,2,1,2,1,0
2021-01-25,1,103,Interaction,0,0,7,0,1,3,11,1799.26,12,4,0,3,5,1,2,1,3
2021-01-07,1,103,Pitching,0,0,7,2,2,2,3,1799.26,169,9,0,6,3,1,2,1,0
2021-10-11,1,103,Commitment,0,0,7,2,2,2,3,1799.26,301,9,0,6,3,1,2,1,0
2021-11-11,1,103,Closed,0,1,9,2,2,1,46,3600.81,302,2,1,0,9,1,2,1,1
2021-01-17,1,104,Negotiation,0,0,8,0,0,0,33,4717.24,0,5,1,0,9,0,2,1,3
2021-02-13,1,104,Interaction,0,0,7,1,1,1,31,624.46,27,6,2,4,3,0,2,1,2
2021-01-05,1,104,Pitching,0,0,1,2,3,0,18,2348.8,104,6,2,3,1,0,2,1,2
2021-08-31,1,104,Commitment,0,0,1,2,3,0,18,2348.8,226,6,2,3,1,0,2,1,2
2021-01-09,1,104,Closed,0,1,5,2,3,2,39,2348.8,227,7,0,9,4,0,2,1,1
